name,domains,web_pages,country,alpha_two_code,state-province
Academy of Humanities and Economics in Lodz,['ahe.edu.pl'],['http://www.ahe.edu.pl/'],Poland,PL,
Medical Academy Ludwik Rydygier in Bydgoszcz,['amb.bydgoszcz.pl'],['http://www.amb.bydgoszcz.pl/'],Poland,PL,
Medical Academy in Bialystok,['amb.edu.pl'],['http://www.amb.edu.pl/'],Poland,PL,
Medical Academy in Gdansk,['amg.gda.pl'],['http://www.amg.gda.pl/'],Poland,PL,
"Music Academy ""Karol Szymanowski"" in Katowice",['am.katowice.pl'],['http://www.am.katowice.pl/'],Poland,PL,
Medical Academy in Lodz,['am.lodz.pl'],['http://www.am.lodz.pl/'],Poland,PL,
Medical Academy in Lublin,['am.lublin.pl'],['http://www.am.lublin.pl/'],Poland,PL,
Adam Mickiewicz University of Poznan,['amu.edu.pl'],['http://www.amu.edu.pl/'],Poland,PL,
"Music Academy ""Felix Nowowiejski"" in Bydgoszcz",['amuz.bydgoszcz.pl'],['http://www.amuz.bydgoszcz.pl/'],Poland,PL,
"Music Academy ""Stanislaw Moniuszko"" in Gdansk",['amuz.gda.pl'],['http://www.amuz.gda.pl/'],Poland,PL,
Music Academy in Cracow,['amuz.krakow.pl'],['http://www.amuz.krakow.pl/'],Poland,PL,
Music Academy in Lodz,['amuz.lodz.pl'],['http://www.amuz.lodz.pl/'],Poland,PL,
"Music Academy ""Ignacy Jana Paderewski"" in Poznan",['amuz.poznan.pl'],['http://www.amuz.poznan.pl/'],Poland,PL,
"Music Academy ""Karol Lipinski"" in Wroclaw",['amuz.wroc.pl'],['http://www.amuz.wroc.pl/'],Poland,PL,
Medical Academy in Warszawa,['amwaw.edu.pl'],['http://www.amwaw.edu.pl/'],Poland,PL,
Medical Academy in Wroclaw,['am.wroc.pl'],['http://www.am.wroc.pl/'],Poland,PL,
Polonia University in Czêstochowa,['ap.edu.pl'],['http://www.ap.edu.pl/'],Poland,PL,
Akademia Podlaska,['ap.siedlce.pl'],['http://www.ap.siedlce.pl/'],Poland,PL,
Agricultural University of Cracow,['ar.krakow.pl'],['http://www.ar.krakow.pl/'],Poland,PL,
Agricultural University of Lublin,['ar.lublin.pl'],['http://www.ar.lublin.pl/'],Poland,PL,
Agricultural University of Szczecin,['ar.szczecin.pl'],['http://www.ar.szczecin.pl/'],Poland,PL,
Agricultural-Technical Academy in Olsztyn,['art.olsztyn.pl'],['http://www.art.olsztyn.pl/'],Poland,PL,
Agricultural University of Wroclaw,['ar.wroc.pl'],['http://www.ar.wroc.pl/'],Poland,PL,
Fine Arts Academy in Gdansk,['asp.gda.pl'],['http://www.asp.gda.pl/'],Poland,PL,
Fine Arts Academy in Katowice,['aspkat.edu.pl'],['http://www.aspkat.edu.pl/'],Poland,PL,
Fine Arts Academy Wladyslaw Strzeminski in Lodz,['asp.lodz.pl'],['http://www.asp.lodz.pl/'],Poland,PL,
Fine Arts Academy in Poznan,['asp.poznan.pl'],['http://www.asp.poznan.pl/'],Poland,PL,
Fine Arts Academy in Warsaw,['asp.waw.pl'],['http://www.asp.waw.pl/'],Poland,PL,
Fine Arts Academy in Wroclaw,['asp.wroc.pl'],['http://www.asp.wroc.pl/'],Poland,PL,
Aleksander Zelwerowicz State Theatre Academy,['at.edu.pl'],['http://www.at.edu.pl/'],Poland,PL,
Agricultural University of Poznan,['au.poznan.pl'],['http://www.au.poznan.pl/'],Poland,PL,
"Physical Education Academy ""Jozef Pilsudski"" in Warsaw",['awf.edu.pl'],['http://www.awf.edu.pl/'],Poland,PL,
"Physical Education Academy ""Jedrzej Sniadecki"" in Gdansk",['awf.gda.pl'],['http://www.awf.gda.pl/'],Poland,PL,
Physical Education Academy in Katowice,['awf.katowice.pl'],['http://www.awf.katowice.pl/'],Poland,PL,
University School of Physical Education,['awf.krakow.pl'],['http://www.awf.krakow.pl/'],Poland,PL,
"Physical Education Academy ""Eugeniusz Piasecki"" in Poznan",['awf.poznan.pl'],['http://www.awf.poznan.pl/'],Poland,PL,
Physical Education Academy in Wroclaw,['awf.wroc.pl'],['http://www.awf.wroc.pl/'],Poland,PL,
"Music Academy ""Fryderyk Chopin"" in Warszaw",['chopin.edu.pl'],['http://www.chopin.edu.pl/'],Poland,PL,
Collegium Civitas,['collegium.edu.pl'],['http://www.collegium.edu.pl/'],Poland,PL,
University of Lower Silesia of the Association for the Advancement of Education in Wroclaw.,['dswe.wroc.pl'],['http://www.dswe.wroc.pl/'],Poland,PL,
European Academy of Arts in Warsaw,['eas.edu.pl'],['http://www.eas.edu.pl/'],Poland,PL,
"State Film, Television and Theatre Higher School Leon Schiller in Lodz",['filmowka.lodz.pl'],['http://www.filmowka.lodz.pl/'],Poland,PL,
Silesian School of Economics and Languages,['gallus.pl'],['http://www.gallus.pl/'],Poland,PL,
Katowice School of Economics,['gwsh.pl'],['http://www.gwsh.pl/'],Poland,PL,
French Institute of Management,['ifg.com.pl'],['http://www.ifg.com.pl/'],Poland,PL,
Andrzej Frycz Modrzewski Cracow College,['ksw.edu.pl'],['http://www.ksw.edu.pl/'],Poland,PL,
Catholic University of Lublin,['kul.lublin.pl'],['http://www.kul.lublin.pl/'],Poland,PL,
Lazarski School of Commerce and Law,['lazarski.pl'],['http://www.lazarski.pl/'],Poland,PL,
Technical University of Radom,['man.radom.pl'],['http://www.man.radom.pl/'],Poland,PL,
"Teacher Training College of Revalidation, Rehabilitation and Physical Education",['nkrriwf.pl'],['http://www.nkrriwf.pl/'],Poland,PL,
Pomeranian Academy of Medicine in Szczecin,['pam.szczecin.pl'],['http://www.pam.szczecin.pl/'],Poland,PL,
Technical University of Bialystok,['pb.bialystok.pl'],['http://www.pb.bialystok.pl/'],Poland,PL,
Technical University of Czestochowa,['pcz.czest.pl'],['http://www.pcz.czest.pl/'],Poland,PL,
Technical University of Gdansk,['pg.gda.pl'],['http://www.pg.gda.pl/'],Poland,PL,
Polish-Japanese Institute of Information Technology in Warsaw,['pjwstk.edu.pl'],['http://www.pjwstk.edu.pl/'],Poland,PL,
Technical University of Cracow,['pk.edu.pl'],['http://www.pk.edu.pl/'],Poland,PL,
Technical University of Lodz,['p.lodz.pl'],['http://www.p.lodz.pl/'],Poland,PL,
Technical University of Lublin,['pol.lublin.pl'],['http://www.pol.lublin.pl/'],Poland,PL,
Silesian Technical University of Gliwice,"['polsl.gliwice.pl', 'polsl.pl']","['http://www.polsl.gliwice.pl/', 'http://www.polsl.pl/']",Poland,PL,
Technical University of Opole,['po.opole.pl'],['http://www.po.opole.pl/'],Poland,PL,
Technical University of Rzeszow,['prz.rzeszow.pl'],['http://www.prz.rzeszow.pl/'],Poland,PL,
Pedagogical University of Kielce,['pu.kielce.pl'],['http://www.pu.kielce.pl/'],Poland,PL,
Poznan University of Life Sciences,['puls.edu.pl'],['http://www.puls.edu.pl/'],Poland,PL,
Technical University of Poznan,['put.poznan.pl'],['http://www.put.poznan.pl/'],Poland,PL,
Warsaw University of Technology,['pw.edu.pl'],['http://www.pw.edu.pl/'],Poland,PL,
Technical University of Wroclaw,"['pwr.wroc.pl', 'pwr.edu.pl']","['http://www.pwr.wroc.pl/', 'https://pwr.edu.pl/']",Poland,PL,
Ludwik Solski State Academy of Theatre in Cracow,['pwst.krakow.pl'],['http://www.pwst.krakow.pl/'],Poland,PL,
Walcz College,['pwsz.eu'],['http://www.pwsz.eu/'],Poland,PL,
Staszic Pila College,['pwsz.pila.pl'],['http://www.pwsz.pila.pl/'],Poland,PL,
Technical University of Zielona Gora,['pz.zgora.pl'],['http://www.pz.zgora.pl/'],Poland,PL,
Christian Theological Academy in Warszaw,['qdnet.pl'],['http://www.qdnet.pl/ChAT/'],Poland,PL,
Agricultural University of Warsaw,['sggw.waw.pl'],['http://www.sggw.waw.pl/'],Poland,PL,
Warsaw School of Economics,['sgh.waw.pl'],['http://www.sgh.waw.pl/'],Poland,PL,
Silesian Academy of Medicine in Katowice,['slam.katowice.pl'],['http://www.slam.katowice.pl/'],Poland,PL,
Warsaw School of Social Psychology,['swps.edu.pl'],['http://www.swps.edu.pl/'],Poland,PL,
Technical University of Kielce,['tu.kielce.pl'],['http://www.tu.kielce.pl/'],Poland,PL,
Technical University of Koszalin,['tu.koszalin.pl'],['http://www.tu.koszalin.pl/'],Poland,PL,
Technical University of Szczecin,['tuniv.szczecin.pl'],['http://www.tuniv.szczecin.pl/'],Poland,PL,
Józef Tyszkiewicz College of Business and Computer Science in Bielsko-Biala,['tyszkiewicz.edu.pl'],['http://www.tyszkiewicz.edu.pl/'],Poland,PL,
University of Bialystok,['ub.edu.pl'],['http://www.ub.edu.pl/'],Poland,PL,
Jagiellonian University Cracow,['uj.edu.pl'],['http://www.uj.edu.pl/'],Poland,PL,
Cardinal Stefan Wyszynski University in Warsaw,['uksw.edu.pl'],['http://www.uksw.edu.pl/'],Poland,PL,
Maria Curie-Sklodowska University Lublin,['umcs.lublin.pl'],['http://www.umcs.lublin.pl/'],Poland,PL,
University of Economics and Innovation Lublin,['wsei.lublin.pl'],['https://www.wsei.lublin.pl/'],Poland,PL,
University of Lodz,['uni.lodz.pl'],['http://www.uni.lodz.pl/'],Poland,PL,
University of Opole,['uni.opole.pl'],['http://www.uni.opole.pl/'],Poland,PL,
Nicolaus Copernicus University of Torun,['uni.torun.pl'],['http://www.uni.torun.pl/'],Poland,PL,
University of Gdansk,['univ.gda.pl'],['http://www.univ.gda.pl/'],Poland,PL,
Pedagogical University of Rzeszow,['univ.rzeszow.pl'],['http://www.univ.rzeszow.pl/'],Poland,PL,
University of Szczecin,['univ.szczecin.pl'],['http://www.univ.szczecin.pl/'],Poland,PL,
University of Wroclaw,['uni.wroc.pl'],['http://www.uni.wroc.pl/'],Poland,PL,
University of Silesia,['us.edu.pl'],['http://www.us.edu.pl/'],Poland,PL,
Medical Academy Karol Marcinkowski in Poznan,['usoms.poznan.pl'],['http://www.usoms.poznan.pl/'],Poland,PL,
University of Technology and Life Sciences,['utp.edu.pl'],['http://www.utp.edu.pl/'],Poland,PL,
University of Warsaw,['uw.edu.pl'],['http://www.uw.edu.pl/'],Poland,PL,
University of Wamia and Masuria in Olsztyn,['uwm.edu.pl'],['http://www.uwm.edu.pl/'],Poland,PL,
Pawel Wlodkowic University College in Plock,['wlodkowic.pl'],['http://www.wlodkowic.pl/'],Poland,PL,
Higher School o Business/National Louis University(WSB/NLU) in Nowy Sacz,['wsb-nlu.edu.pl'],['http://www.wsb-nlu.edu.pl/'],Poland,PL,
Poznan School of Banking,['wsb.poznan.pl'],['http://www.wsb.poznan.pl/'],Poland,PL,
Higher School o Business in Tarnow,['wsb.toi.tarnow.pl'],['http://wsb.toi.tarnow.pl/'],Poland,PL,
University of Finance and Management in Bialystok,['wsfiz.edu.pl'],['http://www.wsfiz.edu.pl/'],Poland,PL,
Aleksander Gieysztor School of Humanities in Pultusk,['wsh.edu.pl'],['http://www.wsh.edu.pl/'],Poland,PL,
Ryszard Lazarski University of Commerce and Law in Warsaw,['wship.edu.pl'],['http://www.wship.edu.pl/'],Poland,PL,
College of Computer Science in Lodz,['wsinf.edu.pl'],['http://www.wsinf.edu.pl/'],Poland,PL,
Warsaw School of Information Technology,['wsisiz.edu.pl'],['http://www.wsisiz.edu.pl/'],Poland,PL,
University of Information Technology and Management in Rzeszow,['wsiz.rzeszow.pl'],['http://www.wsiz.rzeszow.pl/'],Poland,PL,
Gdynia Maritime Academy,['wsm.gdynia.pl'],['http://www.wsm.gdynia.pl/'],Poland,PL,
"Academy of International Economic and Political Relations, Gdynia",['wsms.edu.pl'],['http://www.wsms.edu.pl/'],Poland,PL,
Maritime University in Szczecin,['wsm.szczecin.pl'],['http://www.wsm.szczecin.pl/'],Poland,PL,
Pedagogical University of Bydgoszcz,['wsp.bydgoszcz.pl'],['http://www.wsp.bydgoszcz.pl/'],Poland,PL,
Pedagogical University of Czestochowa,['wsp.czest.pl'],['http://www.wsp.czest.pl/'],Poland,PL,
Leon Kozminski Academy of Entrepreneurship and Management in Warsaw,['wspiz.edu.pl'],['http://www.wspiz.edu.pl/'],Poland,PL,
Pedagogical University of Krakow,['wsp.krakow.pl'],['http://www.wsp.krakow.pl/'],Poland,PL,
Pedagogical University of Slupsk,['wsp.slupsk.pl'],['http://www.wsp.slupsk.pl/'],Poland,PL,
Maria Grzegorzewska College for Special Education,['wsps.waw.pl'],['http://www.wsps.waw.pl/'],Poland,PL,
Pedagogical University of the Polish Association for Adult Education in Warsaw,['wsptwpwaw.edu.pl'],['http://www.wsptwpwaw.edu.pl/'],Poland,PL,
Pedagogical University of Zielona Gora,['wsp.zgora.pl'],['http://www.wsp.zgora.pl/'],Poland,PL,
University of Insurance and Banking in Warsaw,['wsub.waw.pl'],['http://www.wsub.waw.pl/'],Poland,PL,
School of Banking and Management in Cracow,['wszib.krakow.pl'],['http://www.wszib.krakow.pl/'],Poland,PL,
University of Management and Marketing,['wszim.edu.pl'],['http://www.wszim.edu.pl/'],Poland,PL,
Gdansk Management College,['wsz.pl'],['http://www.wsz.pl/'],Poland,PL,
Polish Open University in Warsaw (WSZ/POU),['wsz-pou.edu.pl'],['http://www.wsz-pou.edu.pl/'],Poland,PL,
West Pomeranian Business School in Szczecin,['zpsb.szczecin.pl'],['http://www.zpsb.szczecin.pl/'],Poland,PL,
Instituto Superior de Informática e Gestão,['cocite.pt'],['http://www.cocite.pt/'],Portugal,PT,
Escola Nautica Infante D. Henrique,['enautica.pt'],['http://www.enautica.pt/'],Portugal,PT,
Escola Superior de Artes e Design,['esad.pt'],['http://www.esad.pt/'],Portugal,PT,
Escola Superior de Hotelaria e Turismo do Estoril,['eshte.pt'],['http://www.eshte.pt/'],Portugal,PT,
European University Portugal,['europeanuniversity.pt'],['http://www.europeanuniversity.pt/'],Portugal,PT,
"Instituto de Artes Visuais, Design e Marketing - IADE",['iade.pt'],['http://www.iade.pt/'],Portugal,PT,
Instituto Superior Novas Profissões - INP,['inp.pt'],['http://www.inp.pt/'],Portugal,PT,
Instituto Superior D. Afonso III - INUAF,['inuaf-studia.pt'],['http://www.inuaf-studia.pt/'],Portugal,PT,
Instituto Politécnico de Beja,['ipbeja.pt'],['http://www.ipbeja.pt/'],Portugal,PT,
Instituto Politécnico de Bragança,['ipb.pt'],['http://www.ipb.pt/'],Portugal,PT,
Instituto Politécnico do Cávado e do Ave,['ipca.pt'],['http://www.ipca.pt/'],Portugal,PT,
Instituto Politécnico de Castelo Branco,['ipcb.pt'],['http://www.ipcb.pt/'],Portugal,PT,
Instituto Politécnico de Coimbra,['ipc.pt'],['http://www.ipc.pt/'],Portugal,PT,
Instituto Politécnico da Guarda,['ipg.pt'],['http://www.ipg.pt/'],Portugal,PT,
Instituto Piaget,['ipiaget.org'],['http://www.ipiaget.org/'],Portugal,PT,
Instituto Politécnico de Leiria,"['ipleiria.pt', 'my.ipleiria.pt']",['https://www.ipleiria.pt/'],Portugal,PT,
Instituto Politécnico de Lisboa,['ipl.pt'],['http://www.ipl.pt/'],Portugal,PT,
Instituto Politécnico de Portalegre,['ipportalegre.pt'],['http://www.ipportalegre.pt/'],Portugal,PT,
Instituto Politecnico do Porto,['ipp.pt'],['http://www.ipp.pt/'],Portugal,PT,
Instituto Politécnico de Santarém,['ipsantarem.pt'],['http://www.ipsantarem.pt/'],Portugal,PT,
Instituto Politécnico de Setúbal,['ips.pt'],['http://www.ips.pt/'],Portugal,PT,
Instituto Politécnico de Tomar,['ipt.pt'],['http://www.ipt.pt/'],Portugal,PT,
Instituto Politécnico de Viana do Castelo,['ipvc.pt'],['http://www.ipvc.pt/'],Portugal,PT,
Instituto Superior de Assistentes e Intérpretes,['isai.pt'],['http://www.isai.pt/'],Portugal,PT,
Instituto Superior de Saúde do Alto Ave,['isave.edu.pt'],['http://www.isave.edu.pt/'],Portugal,PT,
Instituto Superior Bissaya Barreto,['isbb.pt'],['http://www.isbb.pt/'],Portugal,PT,
Instituto Superior de Ciências Empresariais e de Turismo,['iscet.pt'],['http://www.iscet.pt/'],Portugal,PT,
ISCTE - Instituto Universitário de Lisboa,"['iscte.pt', 'iscte-iul.pt']",['http://www.iscte-iul.pt/'],Portugal,PT,
Instituto Superior de Gestão - ISG,['isg.pt'],['http://www.isg.pt/'],Portugal,PT,
Instituto Superior de Línguas e Administração,['isla.pt'],['http://www.isla.pt/'],Portugal,PT,
Instituto Superior de Paços de Brandão,['ispab.pt'],['http://www.ispab.pt/'],Portugal,PT,
Instituto Superior de Psicologia Aplicada,['ispa.pt'],['http://www.ispa.pt/'],Portugal,PT,
Instituto Superior Politécnico Gaya,['ispgaya.pt'],['http://www.ispgaya.pt/'],Portugal,PT,
Instituto Superior de Tecnologias Avançadas - ISTEC,['istec.pt'],['http://www.istec.pt/'],Portugal,PT,
Instituto Superior de Transportes e Comunicações,['istp.pt'],['http://www.istp.pt/'],Portugal,PT,
Instituto Superior de Entre Douro e Vouga,['isvouga.com'],['http://www.isvouga.com/'],Portugal,PT,
Academia Nacional Superior de Orquesta,['oml.pt'],['http://www.oml.pt/anso/'],Portugal,PT,
Instituto Superior de Ciências Educativas,['pedago.pt'],['http://www.pedago.pt/isce.htm/'],Portugal,PT,
Universidade dos Acores,['uac.pt'],['http://www.uac.pt/'],Portugal,PT,
Universidade do Algarve,['ualg.pt'],['http://www.ualg.pt/'],Portugal,PT,
Universidade de Aveiro,['ua.pt'],['http://www.ua.pt/'],Portugal,PT,
Universidade Atlântica,['uatla.pt'],['http://www.uatla.pt/'],Portugal,PT,
Universidade da Beira Interior,['ubi.pt'],['http://www.ubi.pt/'],Portugal,PT,
Universidade Catolica Portuguesa,['ucp.pt'],['http://www.ucp.pt/'],Portugal,PT,
Universidade de Coimbra,['uc.pt'],['http://www.uc.pt/'],Portugal,PT,
Universidade de Evora,['uevora.pt'],['http://www.uevora.pt/'],Portugal,PT,
Universidade Fernando Pessoa,['ufp.pt'],['http://www.ufp.pt/'],Portugal,PT,
Universidade Internacional Lisboa,['uinternacional.pt'],['http://www.uinternacional.pt/'],Portugal,PT,
Universidade de Lisboa,"['ul.pt', 'campus.ul.pt']",['http://www.ul.pt/'],Portugal,PT,
Universidade Lusiada,['ulusiada.pt'],['http://www.ulusiada.pt/'],Portugal,PT,
Universidade Lusófona de Humanidades e Technologias,['ulusofona.pt'],['http://www.ulusofona.pt/'],Portugal,PT,
Universidade da Madeira,['uma.pt'],['http://www.uma.pt/'],Portugal,PT,
Universidade do Minho,['uminho.pt'],['http://www.uminho.pt/'],Portugal,PT,
Universidade Moderna de Lisboa,['umoderna.pt'],['http://www.umoderna.pt/'],Portugal,PT,
Universidade Independente,['uni.pt'],['http://www.uni.pt/'],Portugal,PT,
Universidade Aberta Lisboa,['univ-ab.pt'],['http://www.univ-ab.pt/'],Portugal,PT,
Universidade Autónoma de Lisboa Luís de Camoes,['universidade-autonoma.pt'],['http://www.universidade-autonoma.pt/'],Portugal,PT,
Universidade Nova de Lisboa,['unl.pt'],['http://www.unl.pt/'],Portugal,PT,
Universidade Portucalense Infante D. Henrique,['uportu.pt'],['http://www.uportu.pt/'],Portugal,PT,
Universidade do Porto,['up.pt'],['http://www.up.pt/'],Portugal,PT,
Universidade de Tras-os-Montes e Alto Douro,['utad.pt'],['http://www.utad.pt/'],Portugal,PT,
Universidade Tecnica de Lisboa,['utl.pt'],['http://www.utl.pt/'],Portugal,PT,
Nova School of Business and Economics,['novasbe.unl.pt'],['https://www.novasbe.unl.pt/en/'],Portugal,PT,
AISTEDA,['aistedaab.ro'],['http://www.aistedaab.ro/'],Romania,RO,
"Academy of Music ""Georghe Dima"" Cluj-Napoca",['amgd.eu'],['http://www.amgd.eu/'],Romania,RO,
National Academy for Physical Education and Sports Bucharest,['anefs-edu.ro'],['http://www.anefs-edu.ro/'],Romania,RO,
"Academy of Arts ""George Enescu"" Iasi",['arteiasi.ro'],['http://www.arteiasi.ro/'],Romania,RO,
Academia de Studii Economice din Bucuresti,['ase.ro'],['http://www.ase.ro/'],Romania,RO,
University of Craiova,['central.ucv.ro'],['http://www.central.ucv.ro/'],Romania,RO,
Emanuel University,['emanuel.ro'],['http://www.emanuel.ro/'],Romania,RO,
"Institute of Architecture ""Ion Mincu"" Bucharest",['iaim.ro'],['http://www.iaim.ro/'],Romania,RO,
Academia Tehnica Militara,['mta.ro'],['http://www.mta.ro/'],Romania,RO,
University of Medicine and Pharmacology of Oradea,['oradeauniversity.com'],['http://www.oradeauniversity.com/'],Romania,RO,
Oradea University,['oradeauniversity.co'],['http://www.oradeauniversity.com/'],Romania,RO,
University of Constanta Medical School,['ovidunivconstanta-edu.org'],['http://www.ovidunivconstanta-edu.org/'],Romania,RO,
University Politehnica of Bucharest,['pub.ro'],['http://www.pub.ro/'],Romania,RO,
Romanian-American University,['rau.ro'],['http://www.rau.ro/'],Romania,RO,
University of Sibiu,['sibiu.ro'],['http://www.sibiu.ro/'],Romania,RO,
National School of Political and Administrative Studies Bucharest,['snspa.ro'],['http://www.snspa.ro/'],Romania,RO,
Spiru Haret University,['spiruharet.ro'],['http://www.spiruharet.ro/'],Romania,RO,
Technical University of Iasi,['tuiasi.ro'],['http://www.tuiasi.ro/'],Romania,RO,
1 December University of Alba Iulia,['uab.ro'],['http://www.uab.ro/'],Romania,RO,
University of Iasi,['uaic.ro'],['http://www.uaic.ro/'],Romania,RO,
University of Art and Design Cluj-Napoca,['uartdcluj.ro'],['http://www.uartdcluj.ro/'],Romania,RO,
Targu-Mures University of Theatre,['uat.ro'],['http://www.uat.ro/'],Romania,RO,
"University ""Aurel Vlaicu"" Arad",['uav.ro'],['http://www.uav.ro/'],Romania,RO,
Babes-Bolyai University of Cluj-Napoca,['ubbcluj.ro'],['http://www.ubbcluj.ro/'],Romania,RO,
North University of Baia Mare,['ubm.ro'],['http://www.ubm.ro/'],Romania,RO,
University of Bacau,['ub.ro'],['http://www.ub.ro/'],Romania,RO,
University of Resita,['uem.ro'],['http://www.uem.ro/'],Romania,RO,
University of Galatzi,['ugal.ro'],['http://www.ugal.ro/'],Romania,RO,
University Lucian Blaga of Sibiu,['ulbsibiu.ro'],['http://www.ulbsibiu.ro/'],Romania,RO,
University of Medicine and Pharmacy of Cluj-Napoca,['umfcluj.ro'],['http://www.umfcluj.ro/'],Romania,RO,
University of Medicine and Pharmacy of Iasi,['umfiasi.ro'],['http://www.umfiasi.ro/'],Romania,RO,
University of Medicine and Pharmacy of Targu Mures,['umftgm.ro'],['http://www.umftgm.ro/'],Romania,RO,
University of Medicine and Pharmacy of Timisoara,['umft.ro'],['http://www.umft.ro/'],Romania,RO,
National University of Arts,['unarte.ro'],['http://www.unarte.ro/'],Romania,RO,
National University of Theater and Film Arts,['unatc.ro'],['http://www.unatc.ro/'],Romania,RO,
University of Bucharest,['unibuc.ro'],['http://www.unibuc.ro/'],Romania,RO,
"University ""Transilvany"" of Brasov",['unitbv.ro'],['http://www.unitbv.ro/'],Romania,RO,
University of Agriculture and Veterinary Medicine Iasi,['univagro-iasi.ro'],['http://www.univagro-iasi.ro/'],Romania,RO,
Constantin Brancoveanu University Pitesti,['univcb.ro'],['http://www.univcb.ro/'],Romania,RO,
University of Medicine and Pharmacy of Bucharest,['univermed-cdgm.ro'],['http://www.univermed-cdgm.ro/'],Romania,RO,
Maritime University Constanta,['universitateamaritima.ro'],['http://www.universitateamaritima.ro/'],Romania,RO,
University of Constanta,['univ-ovidius.ro'],['http://www.univ-ovidius.ro/'],Romania,RO,
National University of Music,['unmb.ro'],['http://www.unmb.ro/'],Romania,RO,
University of Oradea,['uoradea.ro'],['http://www.uoradea.ro/'],Romania,RO,
"University ""Petre Andrei"" Iasi",['upa.ro'],['http://www.upa.ro/'],Romania,RO,
University of Petrosani,['upet.ro'],['http://www.upet.ro/'],Romania,RO,
University Oil- Gas Ploiesti,['upg-ploiesti.ro'],['http://www.upg-ploiesti.ro/'],Romania,RO,
University of Pitesti,['upit.ro'],['http://www.upit.ro/'],Romania,RO,
Petru Maior University of Targu Mures,['upm.ro'],['http://www.upm.ro/'],Romania,RO,
University of Agriculture and Veterinary Medicine Bucharest,['usab.ro'],['http://www.usab.ro/'],Romania,RO,
University of Agriculture and Veterinary Medicine Timisoara,['usab-tm.ro'],['http://www.usab-tm.ro/'],Romania,RO,
University of Agriculture and Veterinary Medicine Cluj-Napoca,['usamvcluj.ro'],['http://www.usamvcluj.ro/'],Romania,RO,
University of Suceava,['usv.ro'],['http://www.usv.ro/'],Romania,RO,
Technical University of Civil Engineering Bucharest,['utcb.ro'],['http://www.utcb.ro/'],Romania,RO,
Technical University of Cluj-Napoca,['utcluj.ro'],['http://www.utcluj.ro/'],Romania,RO,
University of Targu Jiu,['utgjiu.ro'],['http://www.utgjiu.ro/'],Romania,RO,
"University ""Titu Maiorescu""",['utm.ro'],['http://www.utm.ro/'],Romania,RO,
Technical University of Timisoara,['utt.ro'],['http://www.utt.ro/'],Romania,RO,
West University of Timisoara,['uvt.ro'],['http://www.uvt.ro/'],Romania,RO,
"Universitatea de Vest ""Vasile Goldiş""",['uvvg.ro'],['http://www.uvvg.ro/'],Romania,RO,
Valahia University of Targoviste,['valahia.ro'],['http://www.valahia.ro/'],Romania,RO,
Police Academy in Bratislava,['akademiapz.sk'],['http://www.akademiapz.sk/'],Slovakia,SK,
Academy of Arts in Banská Bystrica,['aku.sk'],['http://www.aku.sk/'],Slovakia,SK,
Armed Forces Academy of General Milan Rastislav Štefánik,['aos.sk'],['http://www.aos.sk/'],Slovakia,SK,
Bratislava International School of Liberal Arts,['bisla.sk'],['http://www.bisla.sk/'],Slovakia,SK,
Technical Institute of Dubnica in Dubnica nad Váhom,['dti.sk'],['http://www.dti.sk/'],Slovakia,SK,
University of Economics in Bratislava,['euba.sk'],['http://www.euba.sk/'],Slovakia,SK,
International School of Management in Prešov,['ismpo.sk'],['http://www.ismpo.sk/'],Slovakia,SK,
Catholic University in Ruzomberok,['ku.sk'],['http://www.ku.sk/'],Slovakia,SK,
Slovak Medical University,['szu.sk'],['http://www.szu.sk/'],Slovakia,SK,
Janos Selye University,['selyeuni.sk'],['http://www.selyeuni.sk/'],Slovakia,SK,
University of Central Europe in Skalica,['sevs.sk'],['http://www.sevs.sk/'],Slovakia,SK,
Slovak University of Technology in Bratislava,['stuba.sk'],['http://www.stuba.sk/'],Slovakia,SK,
University of Alexandra Dubček in Trenčín,['tnuni.sk'],['http://www.tnuni.sk/'],Slovakia,SK,
University of Trnava,['truni.sk'],['http://www.truni.sk/'],Slovakia,SK,
Technical University in Kosice,['tuke.sk'],['http://www.tuke.sk/'],Slovakia,SK,
Technical University in Zvolen,['tuzvo.sk'],['http://www.tuzvo.sk/'],Slovakia,SK,
University of SS. Cyril and Methodius in Trnava,['ucm.sk'],['http://www.ucm.sk/'],Slovakia,SK,
University Konstantina Filozov in Nitra,['ukf.sk'],['http://www.ukf.sk/'],Slovakia,SK,
Matej Bel University in Banská Bystrica,['umb.sk'],['http://www.umb.sk/'],Slovakia,SK,
Slovak University of Agriculture in Nitra,['uniag.sk'],['http://www.uniag.sk/'],Slovakia,SK,
Comenius University in Bratislava,['uniba.sk'],['http://www.uniba.sk/'],Slovakia,SK,
Law University of Bratislava,['uninova.sk'],['http://www.uninova.sk/'],Slovakia,SK,
University of Presov,['unipo.sk'],['http://www.unipo.sk/'],Slovakia,SK,
University of Zilinska,['uniza.sk'],['http://www.uniza.sk/'],Slovakia,SK,
Pavol Jozef Safarik University in Kosice,['upjs.sk'],['http://www.upjs.sk/'],Slovakia,SK,
University of Veterinary Medicine in Kosice,['uvm.sk'],['http://www.uvm.sk/'],Slovakia,SK,
School of Management,['vsm.sk'],['http://www.vsm.sk/'],Slovakia,SK,
University of Performing Arts in Bratislava,['vsmu.sk'],['http://www.vsmu.sk/'],Slovakia,SK,
